pop_year,Year,Population_Code,DateOfCollection,Julian,DayNo,Sample_ID,Population,Family,Replicate,Region,Latitude,Longitude,Elev_m,SeedArea,SeedWidth_mm,Seed_length_mm,SeedShapeIndex,Dispersal_length_mm,Dispersal_and_seed_mm,Weight_Tot,Weight_S,Weight_D,DD5_TOT
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-12-2,,12,2,Alvar,NA,NA,NA,2.048,1.069,2.648,2.477,28.25,30.898,0.0054,0.0026,0.0028,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-12-3,,12,3,Alvar,NA,NA,NA,1.907,1.16,2.561,2.208,43.149,45.71,0.0054,0.0026,0.0028,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-12-4,,12,4,Alvar,NA,NA,NA,1.943,1.121,2.506,2.236,34.487,36.993,0.0054,0.0026,0.0028,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-12-5,,12,5,Alvar,NA,NA,NA,1.84,1.049,2.471,2.356,35.869,38.34,0.0054,0.0026,0.0028,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-28-1,,28,1,Alvar,NA,NA,NA,2.196,1.196,2.61,2.182,37.399,40.009,0.0052,0.003,0.0022,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-28-2,,28,2,Alvar,NA,NA,NA,1.198,0.717,2.428,3.386,28.442,30.87,0.0052,0.003,0.0022,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-28-3,,28,3,Alvar,NA,NA,NA,2.365,1.196,2.726,2.279,37.778,40.504,0.0052,0.003,0.0022,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-28-4,,28,4,Alvar,NA,NA,NA,2.037,1.021,2.613,2.559,36.351,38.964,0.0052,0.003,0.0022,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-28-5,,28,5,Alvar,NA,NA,NA,1.861,1.08,2.49,2.306,30.401,32.891,0.0052,0.003,0.0022,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-35-1,,35,1,Alvar,NA,NA,NA,1.575,0.899,2.311,2.571,26.161,28.472,0.0048,0.0028,0.002,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-35-2,,35,2,Alvar,NA,NA,NA,1.531,0.951,2.171,2.283,26.734,28.905,0.0048,0.0028,0.002,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-35-3,,35,3,Alvar,NA,NA,NA,1.49,0.874,2.332,2.668,28.114,30.446,0.0048,0.0028,0.002,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-35-4,,35,4,Alvar,NA,NA,NA,1.814,0.979,2.282,2.331,30.578,32.86,0.0048,0.0028,0.002,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-35-5,,35,5,Alvar,NA,NA,NA,1.961,1.047,2.654,2.535,33.409,36.063,0.0048,0.0028,0.002,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-28-4,,28,4,Alvar,NA,NA,NA,2.037,1.021,2.613,2.559,36.351,38.964,0.0052,0.003,0.0022,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-28-5,,28,5,Alvar,NA,NA,NA,1.861,1.08,2.49,2.306,30.401,32.891,0.0052,0.003,0.0022,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-35-1,,35,1,Alvar,NA,NA,NA,1.575,0.899,2.311,2.571,26.161,28.472,0.0048,0.0028,0.002,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-35-2,,35,2,Alvar,NA,NA,NA,1.531,0.951,2.171,2.283,26.734,28.905,0.0048,0.0028,0.002,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-35-3,,35,3,Alvar,NA,NA,NA,1.49,0.874,2.332,2.668,28.114,30.446,0.0048,0.0028,0.002,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-12-1,,12,1,Alvar,NA,NA,NA,2.338,1.115,2.761,2.476,24.652,27.413,0.0054,0.0026,0.0028,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-12-2,,12,2,Alvar,NA,NA,NA,2.048,1.069,2.648,2.477,28.25,30.898,0.0054,0.0026,0.0028,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-12-3,,12,3,Alvar,NA,NA,NA,1.907,1.16,2.561,2.208,43.149,45.71,0.0054,0.0026,0.0028,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-12-4,,12,4,Alvar,NA,NA,NA,1.943,1.121,2.506,2.236,34.487,36.993,0.0054,0.0026,0.0028,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-12-5,,12,5,Alvar,NA,NA,NA,1.84,1.049,2.471,2.356,35.869,38.34,0.0054,0.0026,0.0028,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-28-1,,28,1,Alvar,NA,NA,NA,2.196,1.196,2.61,2.182,37.399,40.009,0.0052,0.003,0.0022,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-28-2,,28,2,Alvar,NA,NA,NA,1.198,0.717,2.428,3.386,28.442,30.87,0.0052,0.003,0.0022,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-28-3,,28,3,Alvar,NA,NA,NA,2.365,1.196,2.726,2.279,37.778,40.504,0.0052,0.003,0.0022,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-35-4,,35,4,Alvar,NA,NA,NA,1.814,0.979,2.282,2.331,30.578,32.86,0.0048,0.0028,0.002,1530
2015_MB-MR,2015,MB-MR,7/2/15,NA,NA,MB-MR-35-5,,35,5,Alvar,NA,NA,NA,1.961,1.047,2.654,2.535,33.409,36.063,0.0048,0.0028,0.002,1530
2016_MB-FBR,2016,MB-FBR,6/14/16,NA,NA,MB-FBR-3-1,,3,1,Alvar,NA,NA,NA,2.367,1.268,3.38,2.666,72.368,75.748,0.0093,0.0034,0.0059,1542
2016_MB-FBR,2016,MB-FBR,6/14/16,NA,NA,MB-FBR-3-4,,3,4,Alvar,NA,NA,NA,3.602,1.339,3.532,2.638,89.359,92.891,0.0093,0.0034,0.0059,1542
2016_MB-FBR,2016,MB-FBR,6/14/16,NA,NA,MB-FBR-3-5,,3,5,Alvar,NA,NA,NA,2.988,1.592,3.036,1.907,85.956,88.992,0.0093,0.0034,0.0059,1542
2016_MB-FBR,2016,MB-FBR,6/14/16,NA,NA,MB-FBR-3-2,,3,2,Alvar,NA,NA,NA,3.81,1.364,3.374,2.474,95.477,98.851,0.0093,0.0034,0.0059,1542
2016_MB-FBR,2016,MB-FBR,6/14/16,NA,NA,MB-FBR-3-3,,3,3,Alvar,NA,NA,NA,3.328,1.735,3.361,1.937,85.059,88.42,0.0093,0.0034,0.0059,1542
2016_MB-FBR,2016,MB-FBR,6/14/16,NA,NA,MB-FBR-12-2,,12,2,Alvar,NA,NA,NA,3.26,1.441,3.548,2.462,83.598,87.146,0.0125,0.0062,0.0063,1542
2016_MB-FBR,2016,MB-FBR,6/14/16,NA,NA,MB-FBR-12-3,,12,3,Alvar,NA,NA,NA,3.429,1.388,3.381,2.436,76.892,80.273,0.0125,0.0062,0.0063,1542
2016_MB-FBR,2016,MB-FBR,6/14/16,NA,NA,MB-FBR-12-4,,12,4,Alvar,NA,NA,NA,2.937,1.74,3.256,1.871,92.476,95.732,0.0125,0.0062,0.0063,1542
2016_MB-FBR,2016,MB-FBR,6/14/16,NA,NA,MB-FBR-12-5,,12,5,Alvar,NA,NA,NA,4.042,1.624,3.636,2.239,94.802,98.438,0.0125,0.0062,0.0063,1542
2016_MB-FBR,2016,MB-FBR,6/14/16,NA,NA,MB-FBR-29-1,,29,1,Alvar,NA,NA,NA,1.782,0.845,2.753,3.258,52.06,54.813,0.0075,0.0028,0.0047,1542
2016_MB-FBR,2016,MB-FBR,6/14/16,NA,NA,MB-FBR-29-2,,29,2,Alvar,NA,NA,NA,2.088,1.24,3.159,2.548,63.626,66.785,0.0075,0.0028,0.0047,1542
2016_MB-FBR,2016,MB-FBR,6/14/16,NA,NA,MB-FBR-29-3,,29,3,Alvar,NA,NA,NA,2.366,1.298,3.312,2.552,71.923,75.235,0.0075,0.0028,0.0047,1542
2016_MB-FBR,2016,MB-FBR,6/14/16,NA,NA,MB-FBR-29-4,,29,4,Alvar,NA,NA,NA,2.343,1.012,2.826,2.792,62.453,65.279,0.0075,0.0028,0.0047,1542
2016_MB-FBR,2016,MB-FBR,6/14/16,NA,NA,MB-FBR-29-5,,29,5,Alvar,NA,NA,NA,1.957,1.178,3.115,2.644,67.948,71.063,0.0075,0.0028,0.0047,1542
2016_MB-FBR,2016,MB-FBR,6/14/16,NA,NA,MB-FBR-12-1,,12,1,Alvar,NA,NA,NA,4.002,1.572,3.708,2.359,93.259,96.967,0.0125,0.0062,0.0063,1542
2016_MB-GVL,2016,MB-GVL,6/14/16,NA,NA,MB-GVL-37-5,,37,5,Alvar,NA,NA,NA,3.834,1.572,3.389,2.156,69.38,72.769,0.0071,0.0031,0.004,1603
2016_MB-GVL,2016,MB-GVL,6/14/16,NA,NA,MB-GVL-5-2,,5,2,Alvar,NA,NA,NA,2.584,0.855,2.518,2.945,60.163,62.681,0.009,0.0043,0.0047,1603
2016_MB-GVL,2016,MB-GVL,6/14/16,NA,NA,MB-GVL-5-3,,5,3,Alvar,NA,NA,NA,2.294,1.372,2.822,2.057,59.064,61.886,0.009,0.0043,0.0047,1603
2016_MB-GVL,2016,MB-GVL,6/14/16,NA,NA,MB-GVL-30-1,,30,1,Alvar,NA,NA,NA,2.633,1.443,2.816,1.951,49.271,52.087,0.0065,0.0029,0.0036,1603
2016_MB-GVL,2016,MB-GVL,6/14/16,NA,NA,MB-GVL-30-2,,30,2,Alvar,NA,NA,NA,1.999,1.148,2.712,2.362,46.346,49.058,0.0065,0.0029,0.0036,1603
2016_MB-GVL,2016,MB-GVL,6/14/16,NA,NA,MB-GVL-30-3,,30,3,Alvar,NA,NA,NA,2.389,1.268,2.913,2.297,52.631,55.544,0.0065,0.0029,0.0036,1603
2016_MB-GVL,2016,MB-GVL,6/14/16,NA,NA,MB-GVL-30-4,,30,4,Alvar,NA,NA,NA,1.963,1.25,3.017,2.414,37.347,40.364,0.0065,0.0029,0.0036,1603
2016_MB-GVL,2016,MB-GVL,6/14/16,NA,NA,MB-GVL-30-5,,30,5,Alvar,NA,NA,NA,2.057,1.246,2.962,2.377,45.523,48.485,0.0065,0.0029,0.0036,1603
2016_MB-GVL,2016,MB-GVL,6/14/16,NA,NA,MB-GVL-37-1,,37,1,Alvar,NA,NA,NA,1.616,1.089,2.643,2.427,61.527,64.17,0.0071,0.0031,0.004,1603
2016_MB-GVL,2016,MB-GVL,6/14/16,NA,NA,MB-GVL-37-2,,37,2,Alvar,NA,NA,NA,2.681,1.312,3.106,2.367,63.958,67.064,0.0071,0.0031,0.004,1603
2016_MB-GVL,2016,MB-GVL,6/14/16,NA,NA,MB-GVL-37-3,,37,3,Alvar,NA,NA,NA,2.552,1.149,3.035,2.641,54.321,57.356,0.0071,0.0031,0.004,1603
2016_MB-GVL,2016,MB-GVL,6/14/16,NA,NA,MB-GVL-37-4,,37,4,Alvar,NA,NA,NA,2.722,1.488,3.223,2.166,71.163,74.386,0.0071,0.0031,0.004,1603
2016_MB-GVL,2016,MB-GVL,6/14/16,NA,NA,MB-GVL-5-1,,5,1,Alvar,NA,NA,NA,1.683,0.954,2.324,2.436,60.311,62.635,0.009,0.0043,0.0047,1603
2016_MB-GVL,2016,MB-GVL,6/14/16,NA,NA,MB-GVL-5-4,,5,4,Alvar,NA,NA,NA,2.37,1.182,2.938,2.486,57.004,59.942,0.009,0.0043,0.0047,1603
2016_MB-GVL,2016,MB-GVL,6/14/16,NA,NA,MB-GVL-5-5,,5,5,Alvar,NA,NA,NA,2.043,1.218,2.976,2.443,54.607,57.583,0.009,0.0043,0.0047,1603
2016_MB-HGN,2016,MB-HGN,6/14/16,NA,NA,MB-HGN-13-1,,13,1,Alvar,NA,NA,NA,2.299,1.269,2.902,2.287,59.967,62.869,0.0063,0.0033,0.003,1555
2016_MB-HGN,2016,MB-HGN,6/14/16,NA,NA,MB-HGN-13-2,,13,2,Alvar,NA,NA,NA,2.287,1.114,2.666,2.393,64.949,67.615,0.0063,0.0033,0.003,1555
2016_MB-HGN,2016,MB-HGN,6/14/16,NA,NA,MB-HGN-13-5,,13,5,Alvar,NA,NA,NA,2.035,1.162,2.83,2.435,65.331,68.161,0.0063,0.0033,0.003,1555
2016_MB-HGN,2016,MB-HGN,6/14/16,NA,NA,MB-HGN-17-1,,17,1,Alvar,NA,NA,NA,2.549,1.432,2.454,1.714,62.47,64.924,0.0069,0.0034,0.0035,1555
2016_MB-HGN,2016,MB-HGN,6/14/16,NA,NA,MB-HGN-17-2,,17,2,Alvar,NA,NA,NA,2.138,1.481,2.221,1.5,52.713,54.934,0.0069,0.0034,0.0035,1555
2016_MB-HGN,2016,MB-HGN,6/14/16,NA,NA,MB-HGN-17-3,,17,3,Alvar,NA,NA,NA,2.245,1.357,2.641,1.946,59.828,62.469,0.0069,0.0034,0.0035,1555
2016_MB-HGN,2016,MB-HGN,6/14/16,NA,NA,MB-HGN-17-4,,17,4,Alvar,NA,NA,NA,1.644,1.487,2.499,1.681,64.695,67.194,0.0069,0.0034,0.0035,1555
2016_MB-HGN,2016,MB-HGN,6/14/16,NA,NA,MB-HGN-17-5,,17,5,Alvar,NA,NA,NA,2.249,1.299,2.528,1.946,61.883,64.411,0.0069,0.0034,0.0035,1555
2016_MB-HGN,2016,MB-HGN,6/14/16,NA,NA,MB-HGN-36-1,,36,1,Alvar,NA,NA,NA,2.243,1.3,2.544,1.957,49.577,52.121,0.0091,0.0045,0.0046,1555
2016_MB-HGN,2016,MB-HGN,6/14/16,NA,NA,MB-HGN-36-2,,36,2,Alvar,NA,NA,NA,2.196,1.56,2.586,1.658,49.795,52.381,0.0091,0.0045,0.0046,1555
2016_MB-HGN,2016,MB-HGN,6/14/16,NA,NA,MB-HGN-36-3,,36,3,Alvar,NA,NA,NA,2.692,1.366,2.72,1.991,49.387,52.107,0.0091,0.0045,0.0046,1555
2016_MB-HGN,2016,MB-HGN,6/14/16,NA,NA,MB-HGN-36-4,,36,4,Alvar,NA,NA,NA,1.803,0.865,2.459,2.843,51.939,54.398,0.0091,0.0045,0.0046,1555
2016_MB-HGN,2016,MB-HGN,6/14/16,NA,NA,MB-HGN-36-5,,36,5,Alvar,NA,NA,NA,1.899,1.218,2.333,1.915,49.898,52.231,0.0091,0.0045,0.0046,1555
2016_MB-HGN,2016,MB-HGN,6/14/16,NA,NA,MB-HGN-13-3,,13,3,Alvar,NA,NA,NA,2.846,1.425,3.187,2.236,62.658,65.845,0.0063,0.0033,0.003,1555
2016_MB-HGN,2016,MB-HGN,6/14/16,NA,NA,MB-HGN-13-4,,13,4,Alvar,NA,NA,NA,2.303,1.455,3.025,2.079,62.823,65.848,0.0063,0.0033,0.003,1555
2016_MB-SRR,2016,MB-SRR,6/14/16,NA,NA,MB-SRR-14-1,,14,1,Alvar,NA,NA,NA,1.365,0.994,1.838,1.849,50.363,52.201,0.0069,0.003,0.0039,1683
2016_MB-SRR,2016,MB-SRR,6/14/16,NA,NA,MB-SRR-14-2,,14,2,Alvar,NA,NA,NA,2.344,1.224,2.889,2.36,52.077,54.966,0.0069,0.003,0.0039,1683
2016_MB-SRR,2016,MB-SRR,6/14/16,NA,NA,MB-SRR-14-3,,14,3,Alvar,NA,NA,NA,2.187,1.239,2.789,2.251,53.148,55.937,0.0069,0.003,0.0039,1683
2016_MB-SRR,2016,MB-SRR,6/14/16,NA,NA,MB-SRR-14-4,,14,4,Alvar,NA,NA,NA,2.188,1.352,2.77,2.049,57.06,59.83,0.0069,0.003,0.0039,1683
2016_MB-SRR,2016,MB-SRR,6/14/16,NA,NA,MB-SRR-14-5,,14,5,Alvar,NA,NA,NA,1.851,1.008,2.483,2.463,54.049,56.532,0.0069,0.003,0.0039,1683
2016_MB-SRR,2016,MB-SRR,6/14/16,NA,NA,MB-SRR-18-1,,18,1,Alvar,NA,NA,NA,2.096,1.057,2.581,2.442,50.647,53.228,0.0051,0.0025,0.0026,1683
2016_MB-SRR,2016,MB-SRR,6/14/16,NA,NA,MB-SRR-18-2,,18,2,Alvar,NA,NA,NA,2.452,1.268,3.088,2.435,58.114,61.202,0.0051,0.0025,0.0026,1683
2016_MB-SRR,2016,MB-SRR,6/14/16,NA,NA,MB-SRR-18-3,,18,3,Alvar,NA,NA,NA,2.624,1.324,2.678,2.023,57.938,60.616,0.0051,0.0025,0.0026,1683
2016_MB-SRR,2016,MB-SRR,6/14/16,NA,NA,MB-SRR-18-4,,18,4,Alvar,NA,NA,NA,2.126,1.04,2.689,2.586,55.089,57.778,0.0051,0.0025,0.0026,1683
2016_MB-SRR,2016,MB-SRR,6/14/16,NA,NA,MB-SRR-18-5,,18,5,Alvar,NA,NA,NA,2.006,0.788,2.51,3.185,60.512,63.022,0.0051,0.0025,0.0026,1683
2016_MB-SRR,2016,MB-SRR,6/14/16,NA,NA,MB-SRR-28-1,,28,1,Alvar,NA,NA,NA,1.861,1.043,2.816,2.7,47.218,50.034,0.0053,0.0031,0.0022,1683
2016_MB-SRR,2016,MB-SRR,6/14/16,NA,NA,MB-SRR-28-2,,28,2,Alvar,NA,NA,NA,1.75,1.003,2.427,2.42,33.745,36.172,0.0053,0.0031,0.0022,1683
2016_MB-SRR,2016,MB-SRR,6/14/16,NA,NA,MB-SRR-28-3,,28,3,Alvar,NA,NA,NA,1.972,1.013,2.848,2.811,46.505,49.353,0.0053,0.0031,0.0022,1683
2016_MB-SRR,2016,MB-SRR,6/14/16,NA,NA,MB-SRR-28-4,,28,4,Alvar,NA,NA,NA,2.049,1.004,2.556,2.546,51.92,54.476,0.0053,0.0031,0.0022,1683
2016_MB-SRR,2016,MB-SRR,6/14/16,NA,NA,MB-SRR-28-5,,28,5,Alvar,NA,NA,NA,1.626,1.108,2.179,1.967,50.721,52.9,0.0053,0.0031,0.0022,1683
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-3,WNY-CB,3,3,Alvar,44.096,-76.08219444,116,2.642,0.695,3.141,4.51942446,44.374,47.515,0.0075,0.0043,0.0032,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-3,WNY-CB,3,4,Alvar,44.096,-76.08219444,116,2.781,1.176,2.83,2.406462585,52.939,55.769,0.0075,0.0043,0.0032,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-3,WNY-CB,3,2,Alvar,44.096,-76.08219444,116,2.322,0.871,2.855,3.277841561,42.822,45.677,0.0075,0.0043,0.0032,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-2,WNY-CB,2,5,Alvar,44.096,-76.08219444,116,1.836,0.759,2.635,3.471673254,38.796,41.431,0.0056,0.0028,0.0028,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-1,WNY-CB,1,1,Alvar,44.096,-76.08219444,116,2.453,0.98,3.246,3.312244898,50.163,53.409,0.0052,0.0025,0.0027,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-1,WNY-CB,1,2,Alvar,44.096,-76.08219444,116,2.204,1.239,2.864,2.311541566,50.757,53.621,0.0052,0.0025,0.0027,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-1,WNY-CB,1,3,Alvar,44.096,-76.08219444,116,2.79,0.935,3.077,3.290909091,42.378,45.455,0.0052,0.0025,0.0027,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-1,WNY-CB,1,4,Alvar,44.096,-76.08219444,116,0.656,0.411,2.193,5.335766423,31.3,33.493,0.0052,0.0025,0.0027,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-1,WNY-CB,1,5,Alvar,44.096,-76.08219444,116,1.282,0.679,2.399,3.533136966,38.375,40.774,0.0052,0.0025,0.0027,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-4,WNY-CB,4,1,Alvar,44.096,-76.08219444,116,1.873,0.92,3.025,3.288043478,42.926,45.951,0.0064,0.003,0.0034,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-4,WNY-CB,4,2,Alvar,44.096,-76.08219444,116,2.143,0.839,2.369,2.823599523,40.553,42.922,0.0064,0.003,0.0034,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-4,WNY-CB,4,3,Alvar,44.096,-76.08219444,116,1.866,0.809,2.72,3.362175525,42.941,45.661,0.0064,0.003,0.0034,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-4,WNY-CB,4,4,Alvar,44.096,-76.08219444,116,1.267,0.57,2.497,4.380701754,29.669,32.166,0.0064,0.003,0.0034,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-4,WNY-CB,4,5,Alvar,44.096,-76.08219444,116,2.146,0.845,2.788,3.299408284,43.243,46.031,0.0064,0.003,0.0034,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-2,WNY-CB,2,1,Alvar,44.096,-76.08219444,116,1.729,0.823,2.922,3.550425273,49.088,52.01,0.0056,0.0028,0.0028,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-2,WNY-CB,2,2,Alvar,44.096,-76.08219444,116,1.449,0.781,2.317,2.966709347,45.405,47.722,0.0056,0.0028,0.0028,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-3,WNY-CB,3,5,Alvar,44.096,-76.08219444,116,2.954,1.062,3.046,2.868173258,51.261,54.307,0.0075,0.0043,0.0032,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-5,WNY-CB,5,1,Alvar,44.096,-76.08219444,116,2.631,1.153,2.649,2.297484822,56.562,59.211,0.0077,0.0036,0.0041,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-5,WNY-CB,5,2,Alvar,44.096,-76.08219444,116,3.419,1.111,3.894,3.504950495,54.183,58.077,0.0077,0.0036,0.0041,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-5,WNY-CB,5,3,Alvar,44.096,-76.08219444,116,3.107,1.07,3.745,3.5,51.752,55.497,0.0077,0.0036,0.0041,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-5,WNY-CB,5,4,Alvar,44.096,-76.08219444,116,1.715,0.703,3.014,4.287339972,43.792,46.806,0.0077,0.0036,0.0041,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-5,WNY-CB,5,5,Alvar,44.096,-76.08219444,116,3.449,1.34,3.488,2.602985075,50.545,54.033,0.0077,0.0036,0.0041,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-2,WNY-CB,2,4,Alvar,44.096,-76.08219444,116,1.898,0.988,3.063,3.100202429,42.859,45.922,0.0056,0.0028,0.0028,2250
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-2,WNY-CB,2,3,Alvar,44.096,-76.08219444,116,1.165,0.494,2.306,4.668016194,37.489,39.795,0.0056,0.0028,0.0028,2250
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-4,WNY-CB,4,2,Alvar,44.10041667,-76.08219444,118,1.484,0.918,2.925,3.18627451,47.937,50.862,0.0064,0.0034,0.003,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-4,WNY-CB,4,3,Alvar,44.10041667,-76.08219444,118,1.427,0.871,2.619,3.006888634,43.877,46.496,0.0064,0.0034,0.003,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-4,WNY-CB,4,1,Alvar,44.10041667,-76.08219444,118,1.894,1.141,3.247,2.845749343,48.557,51.804,0.0064,0.0034,0.003,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-2,WNY-CB,2,1,Alvar,44.10041667,-76.08219444,118,1.308,0.787,2.699,3.429479034,54.083,56.782,0.0067,0.0032,0.0035,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-2,WNY-CB,2,2,Alvar,44.10041667,-76.08219444,118,1.41,0.831,2.462,2.962695548,49.041,51.503,0.0067,0.0032,0.0035,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-4,WNY-CB,4,4,Alvar,44.10041667,-76.08219444,118,1.888,0.887,2.229,2.512965051,50.359,52.588,0.0064,0.0034,0.003,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-4,WNY-CB,4,5,Alvar,44.10041667,-76.08219444,118,1.353,0.92,2.734,2.97173913,51.16,53.894,0.0064,0.0034,0.003,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-2,WNY-CB,2,5,Alvar,44.10041667,-76.08219444,118,1.45,0.905,2.567,2.836464088,52.399,54.966,0.0067,0.0032,0.0035,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-3,WNY-CB,3,1,Alvar,44.10041667,-76.08219444,118,2.529,1.1,2.771,2.519090909,38,40.771,0.0053,0.0029,0.0024,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-3,WNY-CB,3,2,Alvar,44.10041667,-76.08219444,118,1.609,1.07,2.377,2.221495327,35.476,37.853,0.0053,0.0029,0.0024,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-3,WNY-CB,3,3,Alvar,44.10041667,-76.08219444,118,1.848,0.855,2.911,3.404678363,32.355,35.266,0.0053,0.0029,0.0024,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-3,WNY-CB,3,4,Alvar,44.10041667,-76.08219444,118,0.887,0.518,1.555,3.001930502,20.188,21.743,0.0053,0.0029,0.0024,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-3,WNY-CB,3,5,Alvar,44.10041667,-76.08219444,118,2.113,0.736,2.728,3.706521739,28.623,31.351,0.0053,0.0029,0.0024,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-1,WNY-CB,1,1,Alvar,44.10041667,-76.08219444,118,0.972,0.531,1.852,3.487758945,26.441,28.293,0.0045,0.0014,0.0031,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-1,WNY-CB,1,2,Alvar,44.10041667,-76.08219444,118,0.93,0.477,2.056,4.310272537,26.568,28.624,0.0045,0.0014,0.0031,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-1,WNY-CB,1,3,Alvar,44.10041667,-76.08219444,118,0.9,0.53,2.02,3.811320755,23.577,25.597,0.0045,0.0014,0.0031,2251
