pop_year,Year,Population_Code,DateOfCollection,Julian,DayNo,Sample_ID,Population,Family,Replicate,Region,Latitude,Longitude,Elev_m,SeedArea,SeedWidth_mm,Seed_length_mm,SeedShapeIndex,Dispersal_length_mm,Dispersal_and_seed_mm,Weight_Tot,Weight_S,Weight_D,DD5_TOT
2015_NAP-SCH,2015,NAP-SCH,7/6/15,2457210,186,NAP-SCH-15-3,NAP-SC,15,3,Alvar,44.34399,-76.89338,154,1.194,0.802,2.322,2.895,12.636,14.958,0.0032,0.0016,0.0016,2428
2015_NAP-SCH,2015,NAP-SCH,7/6/15,2457210,186,NAP-SCH-15-4,NAP-SC,15,4,Alvar,44.34399,-76.89338,154,1.572,1.111,2.461,2.215,16.192,18.653,0.0032,0.0016,0.0016,2428
2015_NAP-SCH,2015,NAP-SCH,7/6/15,2457210,186,NAP-SCH-13-2,NAP-SC,13,2,Alvar,44.34399,-76.89338,154,1.924,0.969,2.767,2.856,35.138,37.905,0.0024,0.0011,0.0013,2428
2015_NAP-SCH,2015,NAP-SCH,7/6/15,2457210,186,NAP-SCH-13-3,NAP-SC,13,3,Alvar,44.34399,-76.89338,154,2.152,1.126,2.7,2.398,31.916,34.616,0.0024,0.0011,0.0013,2428
2015_NAP-SCH,2015,NAP-SCH,7/6/15,2457210,186,NAP-SCH-13-4,NAP-SC,13,4,Alvar,44.34399,-76.89338,154,1.829,1.007,2.541,2.523,31.37,33.911,0.0024,0.0011,0.0013,2428
2015_NAP-SCH,2015,NAP-SCH,7/6/15,2457210,186,NAP-SCH-13-5,NAP-SC,13,5,Alvar,44.34399,-76.89338,154,1.53,0.851,2.551,2.998,24.596,27.147,0.0024,0.0011,0.0013,2428
2002_NAP-SR2,2002,NAP-SR2,6/3/02,2452429,153,NAP-SR2-4,NAP-SR,4,1,Alvar,44.25825,-77.13102778,107,1.345,0.901,2.834,3.145394007,53.468,56.302,0.0053,0.0023,0.003,2198
2002_NAP-SR2,2002,NAP-SR2,6/3/02,2452429,153,NAP-SR2-4,NAP-SR,4,2,Alvar,44.25825,-77.13102778,107,1.524,0.865,2.461,2.845086705,45.741,48.202,0.0053,0.0023,0.003,2198
2002_NAP-SR2,2002,NAP-SR2,6/3/02,2452429,153,NAP-SR2-4,NAP-SR,4,3,Alvar,44.25825,-77.13102778,107,1.625,0.979,2.351,2.401430031,26.356,28.707,0.0053,0.0023,0.003,2198
2002_NAP-SR2,2002,NAP-SR2,6/3/02,2452429,153,NAP-SR2-4,NAP-SR,4,4,Alvar,44.25825,-77.13102778,107,0.54,0.351,1.789,5.096866097,49.248,51.037,0.0053,0.0023,0.003,2198
2002_NAP-SR2,2002,NAP-SR2,6/3/02,2452429,153,NAP-SR2-4,NAP-SR,4,5,Alvar,44.25825,-77.13102778,107,1.095,0.551,2.529,4.589836661,37.278,39.807,0.0053,0.0023,0.003,2198
2002_NAP-SR3,2002,NAP-SR3,6/3/02,2452429,153,NAP-SR3-2,NAP-SR,2,1,Alvar,44.25766667,-77.13147222,107,1.331,0.885,2.94,3.322033898,42.686,45.626,0.0033,0.0015,0.0018,2197
2002_NAP-SR3,2002,NAP-SR3,6/3/02,2452429,153,NAP-SR3-2,NAP-SR,2,2,Alvar,44.25766667,-77.13147222,107,1.64,0.684,2.573,3.761695906,34.098,36.671,0.0033,0.0015,0.0018,2197
2002_NAP-SR3,2002,NAP-SR3,6/3/02,2452429,153,NAP-SR3-2,NAP-SR,2,3,Alvar,44.25766667,-77.13147222,107,0.737,0.466,1.851,3.972103004,19.245,21.096,0.0033,0.0015,0.0018,2197
2002_NAP-SR3,2002,NAP-SR3,6/3/02,2452429,153,NAP-SR3-2,NAP-SR,2,4,Alvar,44.25766667,-77.13147222,107,1.073,0.68,1.983,2.916176471,14.658,16.641,0.0033,0.0015,0.0018,2197
2002_NAP-SR3,2002,NAP-SR3,6/3/02,2452429,153,NAP-SR3-5,NAP-SR,5,2,Alvar,44.25766667,-77.13147222,107,1.777,0.938,2.198,2.343283582,47.262,49.46,0.0053,0.0028,0.0025,2197
2002_NAP-SR3,2002,NAP-SR3,6/3/02,2452429,153,NAP-SR3-5,NAP-SR,5,3,Alvar,44.25766667,-77.13147222,107,0.448,0.37,1.483,4.008108108,30.407,31.89,0.0053,0.0028,0.0025,2197
2002_NAP-SR3,2002,NAP-SR3,6/3/02,2452429,153,NAP-SR3-5,NAP-SR,5,4,Alvar,44.25766667,-77.13147222,107,1.764,0.992,2.282,2.300403226,34.697,36.979,0.0053,0.0028,0.0025,2197
2002_NAP-SR3,2002,NAP-SR3,6/3/02,2452429,153,NAP-SR3-5,NAP-SR,5,5,Alvar,44.25766667,-77.13147222,107,1.563,0.992,2.15,2.16733871,48.56,50.71,0.0053,0.0028,0.0025,2197
2002_NAP-SR3,2002,NAP-SR3,6/3/02,2452429,153,NAP-SR3-3,NAP-SR,3,1,Alvar,44.25766667,-77.13147222,107,1.365,0.658,2.296,3.489361702,44.857,47.153,0.0039,0.0017,0.0022,2197
2002_NAP-SR3,2002,NAP-SR3,6/3/02,2452429,153,NAP-SR3-3,NAP-SR,3,2,Alvar,44.25766667,-77.13147222,107,1.673,0.663,2.471,3.726998492,40.976,43.447,0.0039,0.0017,0.0022,2197
2002_NAP-SR3,2002,NAP-SR3,6/3/02,2452429,153,NAP-SR3-3,NAP-SR,3,3,Alvar,44.25766667,-77.13147222,107,1.39,0.756,2.549,3.371693122,44.618,47.167,0.0039,0.0017,0.0022,2197
2002_NAP-SR3,2002,NAP-SR3,6/3/02,2452429,153,NAP-SR3-3,NAP-SR,3,4,Alvar,44.25766667,-77.13147222,107,1.583,0.839,2.734,3.25864124,39.37,42.104,0.0039,0.0017,0.0022,2197
2002_NAP-SR3,2002,NAP-SR3,6/3/02,2452429,153,NAP-SR3-3,NAP-SR,3,5,Alvar,44.25766667,-77.13147222,107,1.66,0.938,2.768,2.950959488,46.242,49.01,0.0039,0.0017,0.0022,2197
2002_NAP-SR3,2002,NAP-SR3,6/3/02,2452429,153,NAP-SR3-1,NAP-SR,1,1,Alvar,44.25766667,-77.13147222,107,2.079,1.102,2.953,2.679673321,60.622,63.575,0.006,0.0036,0.0024,2197
2002_NAP-SR3,2002,NAP-SR3,6/3/02,2452429,153,NAP-SR3-1,NAP-SR,1,2,Alvar,44.25766667,-77.13147222,107,2.185,1.029,2.532,2.460641399,56.379,58.911,0.006,0.0036,0.0024,2197
2002_NAP-SR3,2002,NAP-SR3,6/3/02,2452429,153,NAP-SR3-1,NAP-SR,1,3,Alvar,44.25766667,-77.13147222,107,2.124,1.065,2.49,2.338028169,54.651,57.141,0.006,0.0036,0.0024,2197
2002_NAP-SR3,2002,NAP-SR3,6/3/02,2452429,153,NAP-SR3-1,NAP-SR,1,4,Alvar,44.25766667,-77.13147222,107,2.517,1.109,2.763,2.491433724,61.839,64.602,0.006,0.0036,0.0024,2197
2002_NAP-SR3,2002,NAP-SR3,6/3/02,2452429,153,NAP-SR3-2,NAP-SR,2,5,Alvar,44.25766667,-77.13147222,107,1.456,0.738,2.84,3.848238482,30.422,33.262,0.0033,0.0015,0.0018,2197
2002_NAP-SR3,2002,NAP-SR3,6/3/02,2452429,153,NAP-SR3-5,NAP-SR,5,1,Alvar,44.25766667,-77.13147222,107,2.307,1.109,2.806,2.530207394,56.35,59.156,0.0053,0.0028,0.0025,2197
2002_NAP-SR3,2002,NAP-SR3,6/3/02,2452429,153,NAP-SR3-1,NAP-SR,1,5,Alvar,44.25766667,-77.13147222,107,2.505,1.167,3.214,2.754070266,61.117,64.331,0.006,0.0036,0.0024,2197
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-3,CAR-5C,3,1,Alvar,44.66961111,-79.02641667,258,2.718,0.864,3.416,3.953703704,66.366,69.782,0.0052,0.0017,0.0035,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-3,CAR-5C,3,2,Alvar,44.66961111,-79.02641667,258,1.187,0.639,2.397,3.751173709,43.817,46.214,0.0052,0.0017,0.0035,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-3,CAR-5C,3,3,Alvar,44.66961111,-79.02641667,258,1.492,0.799,2.503,3.132665832,50.557,53.06,0.0052,0.0017,0.0035,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-3,CAR-5C,3,4,Alvar,44.66961111,-79.02641667,258,1.206,0.765,1.828,2.389542484,42.293,44.121,0.0052,0.0017,0.0035,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-3,CAR-5C,3,5,Alvar,44.66961111,-79.02641667,258,2.523,1.07,3.11,2.906542056,67.403,70.513,0.0052,0.0017,0.0035,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-1,CAR-5C,1,1,Alvar,44.66961111,-79.02641667,258,1.701,0.779,2.845,3.6521181,37.594,40.439,0.0042,0.0016,0.0026,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-1,CAR-5C,1,2,Alvar,44.66961111,-79.02641667,258,1.039,0.701,2.015,2.87446505,31.629,33.644,0.0042,0.0016,0.0026,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-1,CAR-5C,1,3,Alvar,44.66961111,-79.02641667,258,0.974,0.661,2.072,3.134644478,39.89,41.962,0.0042,0.0016,0.0026,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-1,CAR-5C,1,4,Alvar,44.66961111,-79.02641667,258,1.696,0.82,2.407,2.935365854,37.117,39.524,0.0042,0.0016,0.0026,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-1,CAR-5C,1,5,Alvar,44.66961111,-79.02641667,258,1.541,0.523,1.181,2.258126195,34.335,35.516,0.0042,0.0016,0.0026,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-4,CAR-5C,4,5,Alvar,44.66961111,-79.02641667,258,1.792,0.783,2.944,3.759897829,56.081,59.025,0.0061,0.0025,0.0036,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-2,CAR-5C,2,1,Alvar,44.66961111,-79.02641667,258,2.061,0.851,3.232,3.797884841,54.424,57.656,0.0054,0.0024,0.003,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-2,CAR-5C,2,2,Alvar,44.66961111,-79.02641667,258,1.556,0.804,2.388,2.970149254,53.542,55.93,0.0054,0.0024,0.003,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-2,CAR-5C,2,3,Alvar,44.66961111,-79.02641667,258,0.875,0.652,1.99,3.052147239,38.214,40.204,0.0054,0.0024,0.003,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-5,CAR-5C,5,1,Alvar,44.66961111,-79.02641667,258,2.276,0.816,3.322,4.071078431,35.934,39.256,0.004,0.004,0.0026,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-5,CAR-5C,5,2,Alvar,44.66961111,-79.02641667,258,1.869,0.63,2.92,4.634920635,37.104,40.024,0.004,0.004,0.0026,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-5,CAR-5C,5,3,Alvar,44.66961111,-79.02641667,258,1.022,0.523,2.685,5.133843212,26.485,29.17,0.004,0.004,0.0026,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-5,CAR-5C,5,4,Alvar,44.66961111,-79.02641667,258,0.737,0.298,2.284,7.66442953,24.053,26.337,0.004,0.004,0.0026,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-5,CAR-5C,5,5,Alvar,44.66961111,-79.02641667,258,0.76,0.504,1.95,3.869047619,24.919,26.869,0.004,0.004,0.0026,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-4,CAR-5C,4,1,Alvar,44.66961111,-79.02641667,258,2.129,0.993,2.697,2.716012085,46.329,49.026,0.0061,0.0025,0.0036,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-4,CAR-5C,4,2,Alvar,44.66961111,-79.02641667,258,1.254,0.606,2.358,3.891089109,41.592,43.95,0.0061,0.0025,0.0036,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-4,CAR-5C,4,3,Alvar,44.66961111,-79.02641667,258,1.789,0.877,2.766,3.153933865,56.088,58.854,0.0061,0.0025,0.0036,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-4,CAR-5C,4,4,Alvar,44.66961111,-79.02641667,258,1.866,0.845,2.538,3.003550296,52.173,54.711,0.0061,0.0025,0.0036,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-2,CAR-5C,2,4,Alvar,44.66961111,-79.02641667,258,1.972,1.062,2.614,2.461393597,54.1,56.714,0.0054,0.0024,0.003,2008
2002_CAR-5C3,2002,CAR-5C3,6/24/02,2452450,174,CAR-5C3-2,CAR-5C,2,5,Alvar,44.66961111,-79.02641667,258,1.72,0.823,2.538,3.083839611,56.662,59.2,0.0054,0.0024,0.003,2008
2002_CAR-5C1,2002,CAR-5C1,6/4/02,2452430,154,CAR-5C1-2,CAR-5C,2,1,Alvar,44.68427778,-79.03336111,275,1.116,0.612,2.024,3.307189542,32.288,34.312,0.0023,5.00E-04,0.0018,1999
2002_CAR-5C1,2002,CAR-5C1,6/4/02,2452430,154,CAR-5C1-2,CAR-5C,2,2,Alvar,44.68427778,-79.03336111,275,1.588,0.839,2.545,3.033373063,39.389,41.934,0.0023,5.00E-04,0.0018,1999
2002_CAR-5C1,2002,CAR-5C1,6/4/02,2452430,154,CAR-5C1-2,CAR-5C,2,3,Alvar,44.68427778,-79.03336111,275,1.267,0.776,2.478,3.193298969,34.406,36.884,0.0023,5.00E-04,0.0018,1999
2002_CAR-5C1,2002,CAR-5C1,6/4/02,2452430,154,CAR-5C1-2,CAR-5C,2,4,Alvar,44.68427778,-79.03336111,275,1.827,0.7,2.422,3.46,37.304,39.726,0.0023,5.00E-04,0.0018,1999
2002_CAR-5C1,2002,CAR-5C1,6/4/02,2452430,154,CAR-5C1-2,CAR-5C,2,5,Alvar,44.68427778,-79.03336111,275,1.087,0.685,2.214,3.232116788,33.994,36.208,0.0023,5.00E-04,0.0018,1999
2002_CAR-5C1,2002,CAR-5C1,6/4/02,2452430,154,CAR-5C1-3,CAR-5C,3,2,Alvar,44.68427778,-79.03336111,275,1.445,0.832,1.915,2.301682692,51.297,53.212,0.0058,0.0026,0.0032,1999
2002_CAR-5C1,2002,CAR-5C1,6/4/02,2452430,154,CAR-5C1-3,CAR-5C,3,3,Alvar,44.68427778,-79.03336111,275,1.772,0.875,2.51,2.868571429,56.582,59.092,0.0058,0.0026,0.0032,1999
2002_CAR-5C1,2002,CAR-5C1,6/4/02,2452430,154,CAR-5C1-3,CAR-5C,3,4,Alvar,44.68427778,-79.03336111,275,1.592,0.915,1.975,2.158469945,52.534,54.509,0.0058,0.0026,0.0032,1999
2002_CAR-5C1,2002,CAR-5C1,6/4/02,2452430,154,CAR-5C1-3,CAR-5C,3,5,Alvar,44.68427778,-79.03336111,275,0.599,0.37,1.518,4.102702703,42.246,43.764,0.0058,0.0026,0.0032,1999
2002_CAR-5C1,2002,CAR-5C1,6/4/02,2452430,154,CAR-5C1-5,CAR-5C,5,1,Alvar,44.68427778,-79.03336111,275,0.909,0.524,1.93,3.683206107,38.781,40.711,0.0047,0.0014,0.0033,1999
2002_CAR-5C1,2002,CAR-5C1,6/4/02,2452430,154,CAR-5C1-5,CAR-5C,5,2,Alvar,44.68427778,-79.03336111,275,0.967,0.479,2.044,4.267223382,35.817,37.861,0.0047,0.0014,0.0033,1999
2002_CAR-5C1,2002,CAR-5C1,6/4/02,2452430,154,CAR-5C1-5,CAR-5C,5,3,Alvar,44.68427778,-79.03336111,275,0.376,0.494,1.29,2.611336032,35.177,36.467,0.0047,0.0014,0.0033,1999
2002_CAR-5C1,2002,CAR-5C1,6/4/02,2452430,154,CAR-5C1-1,CAR-5C,1,1,Alvar,44.68427778,-79.03336111,275,2.424,1.1,2.787,2.533636364,58.755,61.542,0.0072,0.0036,0.0036,1999
2002_CAR-5C1,2002,CAR-5C1,6/4/02,2452430,154,CAR-5C1-1,CAR-5C,1,2,Alvar,44.68427778,-79.03336111,275,2.582,1.188,3.481,2.93013468,60.161,63.642,0.0072,0.0036,0.0036,1999
2002_CAR-5C1,2002,CAR-5C1,6/4/02,2452430,154,CAR-5C1-1,CAR-5C,1,3,Alvar,44.68427778,-79.03336111,275,1.591,0.96,2.549,2.655208333,52.592,55.141,0.0072,0.0036,0.0036,1999
2002_CAR-5C1,2002,CAR-5C1,6/4/02,2452430,154,CAR-5C1-1,CAR-5C,1,4,Alvar,44.68427778,-79.03336111,275,2.636,1.049,2.97,2.831267874,34.494,37.464,0.0072,0.0036,0.0036,1999
2002_CAR-5C1,2002,CAR-5C1,6/4/02,2452430,154,CAR-5C1-1,CAR-5C,1,5,Alvar,44.68427778,-79.03336111,275,2.678,0.927,2.378,2.565264293,45.823,48.201,0.0072,0.0036,0.0036,1999
2002_CAR-5C1,2002,CAR-5C1,6/4/02,2452430,154,CAR-5C1-3,CAR-5C,3,1,Alvar,44.68427778,-79.03336111,275,1.485,0.759,2.1,2.766798419,57.4,59.5,0.0058,0.0026,0.0032,1999
2002_CAR-5C1,2002,CAR-5C1,6/4/02,2452430,154,CAR-5C1-5,CAR-5C,5,5,Alvar,44.68427778,-79.03336111,275,1.859,0.962,2.453,2.54989605,59.991,62.444,0.0047,0.0014,0.0033,1999
2002_CAR-5C1,2002,CAR-5C1,6/4/02,2452430,154,CAR-5C1-5,CAR-5C,5,4,Alvar,44.68427778,-79.03336111,275,0.773,0.416,1.856,4.461538462,38.25,40.106,0.0047,0.0014,0.0033,1999
2002_CAR-5C2,2002,CAR-5C2,6/4/02,2452430,154,CAR-5C2-5,CAR-5C,5,2,Alvar,44.68547222,-79.03369444,275,1.876,1.159,2.479,2.138912856,53.593,56.072,0.0071,0.0037,0.0034,1999
2002_CAR-5C2,2002,CAR-5C2,6/4/02,2452430,154,CAR-5C2-5,CAR-5C,5,3,Alvar,44.68547222,-79.03369444,275,1.952,1.058,2.769,2.617202268,51.742,54.511,0.0071,0.0037,0.0034,1999
2002_CAR-5C2,2002,CAR-5C2,6/4/02,2452430,154,CAR-5C2-5,CAR-5C,5,1,Alvar,44.68547222,-79.03369444,275,1.598,1.032,2.801,2.714147287,56.056,58.857,0.0071,0.0037,0.0034,1999
2002_CAR-5C2,2002,CAR-5C2,6/4/02,2452430,154,CAR-5C2-1,CAR-5C,1,1,Alvar,44.68547222,-79.03369444,275,2.042,1.138,2.624,2.305799649,51.004,53.628,0.0067,0.0034,0.0033,1999
2002_CAR-5C2,2002,CAR-5C2,6/4/02,2452430,154,CAR-5C2-1,CAR-5C,1,2,Alvar,44.68547222,-79.03369444,275,2.171,0.997,2.921,2.929789368,54.282,57.203,0.0067,0.0034,0.0033,1999
2002_CAR-5C2,2002,CAR-5C2,6/4/02,2452430,154,CAR-5C2-5,CAR-5C,5,4,Alvar,44.68547222,-79.03369444,275,1.594,1.001,2.326,2.323676324,56.714,59.04,0.0071,0.0037,0.0034,1999
2002_CAR-5C2,2002,CAR-5C2,6/4/02,2452430,154,CAR-5C2-5,CAR-5C,5,5,Alvar,44.68547222,-79.03369444,275,1.745,0.955,2.619,2.742408377,56.509,59.128,0.0071,0.0037,0.0034,1999
2002_CAR-5C2,2002,CAR-5C2,6/4/02,2452430,154,CAR-5C2-1,CAR-5C,1,5,Alvar,44.68547222,-79.03369444,275,1.843,1.532,2.589,1.689947781,50.98,53.569,0.0067,0.0034,0.0033,1999
2002_CAR-5C2,2002,CAR-5C2,6/4/02,2452430,154,CAR-5C2-2,CAR-5C,2,1,Alvar,44.68547222,-79.03369444,275,1.209,0.668,2.122,3.176646707,35.243,37.365,0.0064,0.0023,0.0041,1999
2002_CAR-5C2,2002,CAR-5C2,6/4/02,2452430,154,CAR-5C2-2,CAR-5C,2,2,Alvar,44.68547222,-79.03369444,275,2.655,1.244,2.988,2.40192926,67.04,70.028,0.0064,0.0023,0.0041,1999
2002_CAR-5C2,2002,CAR-5C2,6/4/02,2452430,154,CAR-5C2-2,CAR-5C,2,3,Alvar,44.68547222,-79.03369444,275,1.08,0.588,1.757,2.988095238,36.384,38.141,0.0064,0.0023,0.0041,1999
2002_CAR-5C2,2002,CAR-5C2,6/4/02,2452430,154,CAR-5C2-2,CAR-5C,2,4,Alvar,44.68547222,-79.03369444,275,1.043,0.699,2.189,3.131616595,41.448,43.637,0.0064,0.0023,0.0041,1999
2002_CAR-5C2,2002,CAR-5C2,6/4/02,2452430,154,CAR-5C2-2,CAR-5C,2,5,Alvar,44.68547222,-79.03369444,275,2.314,0.987,2.801,2.837892604,56.702,59.503,0.0064,0.0023,0.0041,1999
2002_CAR-5C2,2002,CAR-5C2,6/4/02,2452430,154,CAR-5C2-4,CAR-5C,4,1,Alvar,44.68547222,-79.03369444,275,1.973,0.888,2.452,2.761261261,50.434,52.886,0.0057,0.0023,0.0031,1999
2002_CAR-5C2,2002,CAR-5C2,6/4/02,2452430,154,CAR-5C2-4,CAR-5C,4,2,Alvar,44.68547222,-79.03369444,275,0.255,0.165,1.469,8.903030303,26.833,28.302,0.0057,0.0023,0.0031,1999
2002_CAR-5C2,2002,CAR-5C2,6/4/02,2452430,154,CAR-5C2-4,CAR-5C,4,3,Alvar,44.68547222,-79.03369444,275,1.838,1.042,2.494,2.393474088,49.243,51.737,0.0057,0.0023,0.0031,1999
2002_CAR-5C2,2002,CAR-5C2,6/4/02,2452430,154,CAR-5C2-4,CAR-5C,4,4,Alvar,44.68547222,-79.03369444,275,1.435,0.663,2.144,3.233785822,42.963,45.107,0.0057,0.0023,0.0031,1999
2002_CAR-5C2,2002,CAR-5C2,6/4/02,2452430,154,CAR-5C2-4,CAR-5C,4,5,Alvar,44.68547222,-79.03369444,275,1.952,0.804,2.576,3.2039801,64.21,66.786,0.0057,0.0023,0.0031,1999
2002_CAR-5C2,2002,CAR-5C2,6/4/02,2452430,154,CAR-5C2-1,CAR-5C,1,3,Alvar,44.68547222,-79.03369444,275,1.633,1.166,2.761,2.367924528,52.957,55.718,0.0067,0.0034,0.0033,1999
2002_CAR-5C2,2002,CAR-5C2,6/4/02,2452430,154,CAR-5C2-1,CAR-5C,1,4,Alvar,44.68547222,-79.03369444,275,2.133,0.997,2.54,2.547642929,52.977,55.517,0.0067,0.0034,0.0033,1999
2015_CAR-NBA,2015,CAR-NBA,7/7/15,2457211,187,CAR-NBA-1-3,CAR-NBA,1,3,Alvar,44.68502,-79.05154,268,2.164,1.077,2.976,2.763,38.343,41.319,0.0063,0.0036,0.0027,2194
2015_CAR-NBA,2015,CAR-NBA,7/7/15,2457211,187,CAR-NBA-1-4,CAR-NBA,1,4,Alvar,44.68502,-79.05154,268,1.902,1.032,2.908,2.818,33.456,36.364,0.0063,0.0036,0.0027,2194
2015_CAR-NBA,2015,CAR-NBA,7/7/15,2457211,187,CAR-NBA-1-1,CAR-NBA,1,1,Alvar,44.68502,-79.05154,268,2.151,1.077,2.699,2.506,37.456,40.155,0.0063,0.0036,0.0027,2194
2015_CAR-NBA,2015,CAR-NBA,7/7/15,2457211,187,CAR-NBA-1-2,CAR-NBA,1,2,Alvar,44.68502,-79.05154,268,2.159,1.136,2.776,2.444,38.561,41.337,0.0063,0.0036,0.0027,2194
2015_CAR-NBA,2015,CAR-NBA,7/7/15,2457211,187,CAR-NBA-1-5,CAR-NBA,1,5,Alvar,44.68502,-79.05154,268,2.153,1.098,2.872,2.616,34.477,37.349,0.0063,0.0036,0.0027,2194
2002_CAR-1-2,2002,CAR-1-2,6/4/02,2452430,154,CAR-1-2-5,CAR,5,1,Alvar,44.68383333,-79.05655556,266,2.356,1.135,2.833,2.496035242,60.364,63.197,0.0091,0.0044,0.0047,2007
2002_CAR-1-2,2002,CAR-1-2,6/4/02,2452430,154,CAR-1-2-5,CAR,5,2,Alvar,44.68383333,-79.05655556,266,1.995,1.047,2.925,2.793696275,61.395,64.32,0.0091,0.0044,0.0047,2007
2002_CAR-1-2,2002,CAR-1-2,6/4/02,2452430,154,CAR-1-2-5,CAR,5,5,Alvar,44.68383333,-79.05655556,266,2.144,0.986,2.7,2.738336714,68.677,71.377,0.0091,0.0044,0.0047,2007
2002_CAR-1-2,2002,CAR-1-2,6/4/02,2452430,154,CAR-1-2-4,CAR,4,1,Alvar,44.68383333,-79.05655556,266,1.492,0.877,2.742,3.126567845,57.488,60.23,0.0073,0.0038,0.0035,2007
2002_CAR-1-2,2002,CAR-1-2,6/4/02,2452430,154,CAR-1-2-5,CAR,5,3,Alvar,44.68383333,-79.05655556,266,2.315,1.103,2.765,2.506799637,60.171,62.936,0.0091,0.0044,0.0047,2007
2002_CAR-1-2,2002,CAR-1-2,6/4/02,2452430,154,CAR-1-2-5,CAR,5,4,Alvar,44.68383333,-79.05655556,266,2.401,1.04,3.263,3.1375,65.483,68.746,0.0091,0.0044,0.0047,2007
2002_CAR-1-2,2002,CAR-1-2,6/4/02,2452430,154,CAR-1-2-4,CAR,4,4,Alvar,44.68383333,-79.05655556,266,1.939,0.911,2.899,3.182217344,50.953,53.852,0.0073,0.0038,0.0035,2007
2002_CAR-1-2,2002,CAR-1-2,6/4/02,2452430,154,CAR-1-2-4,CAR,4,5,Alvar,44.68383333,-79.05655556,266,1.589,0.864,2.865,3.315972222,52.596,55.461,0.0073,0.0038,0.0035,2007
2002_CAR-1-2,2002,CAR-1-2,6/4/02,2452430,154,CAR-1-2-4,CAR,4,2,Alvar,44.68383333,-79.05655556,266,2.288,0.836,3.652,4.368421053,54.601,58.253,0.0073,0.0038,0.0035,2007
2002_CAR-1-2,2002,CAR-1-2,6/4/02,2452430,154,CAR-1-2-4,CAR,4,3,Alvar,44.68383333,-79.05655556,266,2.405,0.893,3.226,3.612541993,45.393,48.619,0.0073,0.0038,0.0035,2007
2002_CAR-1-2,2002,CAR-1-2,6/4/02,2452430,154,CAR-1-2-3,CAR,3,2,Alvar,44.68383333,-79.05655556,266,1.883,0.904,2.903,3.211283186,54.424,57.327,0.0071,0.0033,0.0038,2007
2002_CAR-1-2,2002,CAR-1-2,6/4/02,2452430,154,CAR-1-2-3,CAR,3,3,Alvar,44.68383333,-79.05655556,266,1.832,0.807,2.611,3.235439901,40.354,42.965,0.0071,0.0033,0.0038,2007
2002_CAR-1-2,2002,CAR-1-2,6/4/02,2452430,154,CAR-1-2-3,CAR,3,4,Alvar,44.68383333,-79.05655556,266,1.188,0.526,2.3,4.372623574,46.042,48.342,0.0071,0.0033,0.0038,2007
2002_CAR-1-2,2002,CAR-1-2,6/4/02,2452430,154,CAR-1-2-3,CAR,3,5,Alvar,44.68383333,-79.05655556,266,1.973,0.835,2.728,3.267065868,47.256,49.984,0.0071,0.0033,0.0038,2007
2002_CAR-1-2,2002,CAR-1-2,6/4/02,2452430,154,CAR-1-2-1,CAR,1,1,Alvar,44.68383333,-79.05655556,266,1.839,0.928,2.72,2.931034483,48.937,51.657,0.0053,0.0024,0.0029,2007
2002_CAR-1-2,2002,CAR-1-2,6/4/02,2452430,154,CAR-1-2-1,CAR,1,2,Alvar,44.68383333,-79.05655556,266,1.82,0.909,3.214,3.535753575,48.505,51.719,0.0053,0.0024,0.0029,2007
