"pop_year","Year","Population","Sample_ID","Family","Test","repnum","ndrop","tv","id","Region","State_Prov","Code","DateOfCollection","Latitude.x","Longitude.x","Elevation_m","X","Population_Code","ID2","Latitude.y","Longitude.y","Elevation","Tmax01","Tmax02","Tmax03","Tmax04","Tmax05","Tmax06","Tmax07","Tmax08","Tmax09","Tmax10","Tmax11","Tmax12","Tmin01","Tmin02","Tmin03","Tmin04","Tmin05","Tmin06","Tmin07","Tmin08","Tmin09","Tmin10","Tmin11","Tmin12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Rad01","Rad02","Rad03","Rad04","Rad05","Rad06","Rad07","Rad08","Rad09","Rad10","Rad11","Rad12","DD_0_01","DD_0_02","DD_0_03","DD_0_04","DD_0_05","DD_0_06","DD_0_07","DD_0_08","DD_0_09","DD_0_10","DD_0_11","DD_0_12","DD5_01","DD5_02","DD5_03","DD5_04","DD5_05","DD5_06","DD5_07","DD5_08","DD5_09","DD5_10","DD5_11","DD5_12","DD5_TOT","DD_18_01","DD_18_02","DD_18_03","DD_18_04","DD_18_05","DD_18_06","DD_18_07","DD_18_08","DD_18_09","DD_18_10","DD_18_11","DD_18_12","DD18_01","DD18_02","DD18_03","DD18_04","DD18_05","DD18_06","DD18_07","DD18_08","DD18_09","DD18_10","DD18_11","DD18_12","NFFD01","NFFD02","NFFD03","NFFD04","NFFD05","NFFD06","NFFD07","NFFD08","NFFD09","NFFD10","NFFD11","NFFD12","PAS01","PAS02","PAS03","PAS04","PAS05","PAS06","PAS07","PAS08","PAS09","PAS10","PAS11","PAS12","Eref01","Eref02","Eref03","Eref04","Eref05","Eref06","Eref07","Eref08","Eref09","Eref10","Eref11","Eref12","CMD01","CMD02","CMD03","CMD04","CMD05","CMD06","CMD07","CMD08","CMD09","CMD10","CMD11","CMD12","RH01","RH02","RH03","RH04","RH05","RH06","RH07","RH08","RH09","RH10","RH11","RH12","Tmax_wt","Tmax_sp","Tmax_sm","Tmax_at","Tmin_wt","Tmin_sp","Tmin_sm","Tmin_at","Tave_wt","Tave_sp","Tave_sm","Tave_at","PPT_wt","PPT_sp","PPT_sm","PPT_at","Rad_wt","Rad_sp","Rad_sm","Rad_at","DD_0_wt","DD_0_sp","DD_0_sm","DD_0_at","DD5_wt","DD5_sp","DD5_sm","DD5_at","DD_18_wt","DD_18_sp","DD_18_sm","DD_18_at","DD18_wt","DD18_sp","DD18_sm","DD18_at","NFFD_wt","NFFD_sp","NFFD_sm","NFFD_at","PAS_wt","PAS_sp","PAS_sm","PAS_at","Eref_wt","Eref_sp","Eref_sm","Eref_at","CMD_wt","CMD_sp","CMD_sm","CMD_at","RH_wt","RH_sp","RH_sm","RH_at","MAT","MWMT","MCMT","TD","MAP","MSP","AHM","SHM","DD_0","DD5","DD_18","DD18","NFFD","bFFP","eFFP","FFP","PAS","EMT","EXT","Eref","CMD","MAR","RH"
"2015_MI-MNF1",2015,"MI-MNF1","MI-MNFI-8",8,"0",3,1,0.834553441,"MI-MNFI-8_3","Prairie","MI","MNF1","7/11/15",43.45025,-85.7226,243,"","MI-MNF1","a",43.45025,-85.722603,243,-1.7,-5.8,5,15,21.9,25.3,28,26.7,25.7,16.7,12.3,7.2,-10.8,-17.5,-7.3,0.7,8.3,11.5,13.2,13.6,12.3,4.9,0.9,-0.4,-6.2,-11.7,-1.1,7.8,15.1,18.4,20.6,20.2,19,10.8,6.6,3.4,49,30,25,92,97,122,48,128,78,86,89,96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,211,329,86,4,0,0,0,0,0,1,8,28,3,1,14,112,315,401,483,470,419,187,89,46,2540,752,827,595,306,110,39,11,16,37,223,342,449,0,0,0,2,22,52,93,85,66,4,1,0,1,0,0,2,31,30,31,31,30,28,1,0,34,30,9,1,0,0,0,0,0,0,0,1,0,0,0,84,126,143,157,129,97,53,29,0,0,0,0,0,29,21,110,1,19,0,0,0,62,51,54,55,59,59,57,62,60,63,63,73,-1.6,14,26.7,18.2,-10.8,0.5,12.8,6,-6.2,7.3,19.7,12.1,123,213,297,253,-9999,-9999,-9999,-9999,568,89,0,9,49,440,1355,696,2028,1011,66,602,0,24,230,71,2,33,92,59,72,11,0,1,0,209,429,179,0,29,132,19,62,56,59,62,8.6,20.6,-6.2,26.8,940,472,19.8,43.6,666,2540,3707,325,185,133,282,149,97,-30.9,48.2,818,180,-9999,60
"2015_MI-MNF1",2015,"MI-MNF1","MI-MNFI-4",4,"0",1,2,0.603174603,"MI-MNFI-4_1","Prairie","MI","MNF1","7/11/15",43.45025,-85.7226,243,"","MI-MNF1","a",43.45025,-85.722603,243,-1.7,-5.8,5,15,21.9,25.3,28,26.7,25.7,16.7,12.3,7.2,-10.8,-17.5,-7.3,0.7,8.3,11.5,13.2,13.6,12.3,4.9,0.9,-0.4,-6.2,-11.7,-1.1,7.8,15.1,18.4,20.6,20.2,19,10.8,6.6,3.4,49,30,25,92,97,122,48,128,78,86,89,96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,211,329,86,4,0,0,0,0,0,1,8,28,3,1,14,112,315,401,483,470,419,187,89,46,2540,752,827,595,306,110,39,11,16,37,223,342,449,0,0,0,2,22,52,93,85,66,4,1,0,1,0,0,2,31,30,31,31,30,28,1,0,34,30,9,1,0,0,0,0,0,0,0,1,0,0,0,84,126,143,157,129,97,53,29,0,0,0,0,0,29,21,110,1,19,0,0,0,62,51,54,55,59,59,57,62,60,63,63,73,-1.6,14,26.7,18.2,-10.8,0.5,12.8,6,-6.2,7.3,19.7,12.1,123,213,297,253,-9999,-9999,-9999,-9999,568,89,0,9,49,440,1355,696,2028,1011,66,602,0,24,230,71,2,33,92,59,72,11,0,1,0,209,429,179,0,29,132,19,62,56,59,62,8.6,20.6,-6.2,26.8,940,472,19.8,43.6,666,2540,3707,325,185,133,282,149,97,-30.9,48.2,818,180,-9999,60
"2015_MI-MNF1",2015,"MI-MNF1","MI-MNFI-4",4,"0",2,1,0.907643312,"MI-MNFI-4_2","Prairie","MI","MNF1","7/11/15",43.45025,-85.7226,243,"","MI-MNF1","a",43.45025,-85.722603,243,-1.7,-5.8,5,15,21.9,25.3,28,26.7,25.7,16.7,12.3,7.2,-10.8,-17.5,-7.3,0.7,8.3,11.5,13.2,13.6,12.3,4.9,0.9,-0.4,-6.2,-11.7,-1.1,7.8,15.1,18.4,20.6,20.2,19,10.8,6.6,3.4,49,30,25,92,97,122,48,128,78,86,89,96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,211,329,86,4,0,0,0,0,0,1,8,28,3,1,14,112,315,401,483,470,419,187,89,46,2540,752,827,595,306,110,39,11,16,37,223,342,449,0,0,0,2,22,52,93,85,66,4,1,0,1,0,0,2,31,30,31,31,30,28,1,0,34,30,9,1,0,0,0,0,0,0,0,1,0,0,0,84,126,143,157,129,97,53,29,0,0,0,0,0,29,21,110,1,19,0,0,0,62,51,54,55,59,59,57,62,60,63,63,73,-1.6,14,26.7,18.2,-10.8,0.5,12.8,6,-6.2,7.3,19.7,12.1,123,213,297,253,-9999,-9999,-9999,-9999,568,89,0,9,49,440,1355,696,2028,1011,66,602,0,24,230,71,2,33,92,59,72,11,0,1,0,209,429,179,0,29,132,19,62,56,59,62,8.6,20.6,-6.2,26.8,940,472,19.8,43.6,666,2540,3707,325,185,133,282,149,97,-30.9,48.2,818,180,-9999,60
"2015_MI-MNF1",2015,"MI-MNF1","MI-MNFI-4",4,"0",3,1,0.790568655,"MI-MNFI-4_3","Prairie","MI","MNF1","7/11/15",43.45025,-85.7226,243,"","MI-MNF1","a",43.45025,-85.722603,243,-1.7,-5.8,5,15,21.9,25.3,28,26.7,25.7,16.7,12.3,7.2,-10.8,-17.5,-7.3,0.7,8.3,11.5,13.2,13.6,12.3,4.9,0.9,-0.4,-6.2,-11.7,-1.1,7.8,15.1,18.4,20.6,20.2,19,10.8,6.6,3.4,49,30,25,92,97,122,48,128,78,86,89,96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,211,329,86,4,0,0,0,0,0,1,8,28,3,1,14,112,315,401,483,470,419,187,89,46,2540,752,827,595,306,110,39,11,16,37,223,342,449,0,0,0,2,22,52,93,85,66,4,1,0,1,0,0,2,31,30,31,31,30,28,1,0,34,30,9,1,0,0,0,0,0,0,0,1,0,0,0,84,126,143,157,129,97,53,29,0,0,0,0,0,29,21,110,1,19,0,0,0,62,51,54,55,59,59,57,62,60,63,63,73,-1.6,14,26.7,18.2,-10.8,0.5,12.8,6,-6.2,7.3,19.7,12.1,123,213,297,253,-9999,-9999,-9999,-9999,568,89,0,9,49,440,1355,696,2028,1011,66,602,0,24,230,71,2,33,92,59,72,11,0,1,0,209,429,179,0,29,132,19,62,56,59,62,8.6,20.6,-6.2,26.8,940,472,19.8,43.6,666,2540,3707,325,185,133,282,149,97,-30.9,48.2,818,180,-9999,60
"2015_MI-MNF1",2015,"MI-MNF1","MI-MNFI-9",9,"0",1,1,0.811965812,"MI-MNFI-9_1","Prairie","MI","MNF1","7/11/15",43.45025,-85.7226,243,"","MI-MNF1","a",43.45025,-85.722603,243,-1.7,-5.8,5,15,21.9,25.3,28,26.7,25.7,16.7,12.3,7.2,-10.8,-17.5,-7.3,0.7,8.3,11.5,13.2,13.6,12.3,4.9,0.9,-0.4,-6.2,-11.7,-1.1,7.8,15.1,18.4,20.6,20.2,19,10.8,6.6,3.4,49,30,25,92,97,122,48,128,78,86,89,96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,211,329,86,4,0,0,0,0,0,1,8,28,3,1,14,112,315,401,483,470,419,187,89,46,2540,752,827,595,306,110,39,11,16,37,223,342,449,0,0,0,2,22,52,93,85,66,4,1,0,1,0,0,2,31,30,31,31,30,28,1,0,34,30,9,1,0,0,0,0,0,0,0,1,0,0,0,84,126,143,157,129,97,53,29,0,0,0,0,0,29,21,110,1,19,0,0,0,62,51,54,55,59,59,57,62,60,63,63,73,-1.6,14,26.7,18.2,-10.8,0.5,12.8,6,-6.2,7.3,19.7,12.1,123,213,297,253,-9999,-9999,-9999,-9999,568,89,0,9,49,440,1355,696,2028,1011,66,602,0,24,230,71,2,33,92,59,72,11,0,1,0,209,429,179,0,29,132,19,62,56,59,62,8.6,20.6,-6.2,26.8,940,472,19.8,43.6,666,2540,3707,325,185,133,282,149,97,-30.9,48.2,818,180,-9999,60
"2015_NAP-ASS",2015,"NAP-ASS","NAP-ASS-28",28,"0",5,4,1,"NAP-ASS-28_5","Alvar","NAP","ASS","7/6/15",44.26533,-76.71188,126,"","NAP-ASS","a",44.26533,-76.711884,126,-3.5,-7.6,1,11.9,22.7,22.8,26.3,25.9,24.3,14.2,10.9,5.9,-15,-18.6,-8.9,1.3,9.7,12.4,15.4,15.3,13.2,4.5,2.2,-0.8,-9.2,-13.1,-3.9,6.6,16.2,17.6,20.9,20.6,18.8,9.4,6.5,2.6,60,59,35,74,71,147,68,85,115,81,41,95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,289,368,151,6,0,0,0,0,0,2,8,35,1,0,6,86,348,376,492,484,413,149,88,37,2480,844,866,682,342,83,51,10,13,39,268,344,476,0,0,0,2,30,39,100,95,62,2,1,0,0,0,0,3,31,30,31,31,30,26,4,0,53,59,30,2,0,0,0,0,0,1,0,2,0,0,0,68,126,121,135,116,86,44,25,0,0,0,0,0,55,0,67,31,0,0,0,0,52,53,61,65,61,68,68,68,67,68,71,72,-3.1,11.9,25,16.5,-12.9,0.7,14.4,6.6,-8,6.3,19.7,11.6,202,180,300,237,-9999,-9999,-9999,-9999,692,157,0,10,38,440,1352,649,2186,1107,74,652,0,32,234,66,1,34,92,60,136,32,0,1,0,193,372,155,0,55,98,0,59,62,68,69,7.7,20.9,-9.2,30.1,931,486,19,43,859,2479,4020,332,187,130,281,151,173,-32.5,45.7,720,153,-9999,65
"2015_NAP-ASS",2015,"NAP-ASS","NAP-ASS-29",29,"0",1,1,0.857142857,"NAP-ASS-29_1","Alvar","NAP","ASS","7/6/15",44.26533,-76.71188,126,"","NAP-ASS","a",44.26533,-76.711884,126,-3.5,-7.6,1,11.9,22.7,22.8,26.3,25.9,24.3,14.2,10.9,5.9,-15,-18.6,-8.9,1.3,9.7,12.4,15.4,15.3,13.2,4.5,2.2,-0.8,-9.2,-13.1,-3.9,6.6,16.2,17.6,20.9,20.6,18.8,9.4,6.5,2.6,60,59,35,74,71,147,68,85,115,81,41,95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,289,368,151,6,0,0,0,0,0,2,8,35,1,0,6,86,348,376,492,484,413,149,88,37,2480,844,866,682,342,83,51,10,13,39,268,344,476,0,0,0,2,30,39,100,95,62,2,1,0,0,0,0,3,31,30,31,31,30,26,4,0,53,59,30,2,0,0,0,0,0,1,0,2,0,0,0,68,126,121,135,116,86,44,25,0,0,0,0,0,55,0,67,31,0,0,0,0,52,53,61,65,61,68,68,68,67,68,71,72,-3.1,11.9,25,16.5,-12.9,0.7,14.4,6.6,-8,6.3,19.7,11.6,202,180,300,237,-9999,-9999,-9999,-9999,692,157,0,10,38,440,1352,649,2186,1107,74,652,0,32,234,66,1,34,92,60,136,32,0,1,0,193,372,155,0,55,98,0,59,62,68,69,7.7,20.9,-9.2,30.1,931,486,19,43,859,2479,4020,332,187,130,281,151,173,-32.5,45.7,720,153,-9999,65
"2015_NAP-ASS",2015,"NAP-ASS","NAP-ASS-28",28,"0",2,1,0.716080402,"NAP-ASS-28_2","Alvar","NAP","ASS","7/6/15",44.26533,-76.71188,126,"","NAP-ASS","a",44.26533,-76.711884,126,-3.5,-7.6,1,11.9,22.7,22.8,26.3,25.9,24.3,14.2,10.9,5.9,-15,-18.6,-8.9,1.3,9.7,12.4,15.4,15.3,13.2,4.5,2.2,-0.8,-9.2,-13.1,-3.9,6.6,16.2,17.6,20.9,20.6,18.8,9.4,6.5,2.6,60,59,35,74,71,147,68,85,115,81,41,95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,289,368,151,6,0,0,0,0,0,2,8,35,1,0,6,86,348,376,492,484,413,149,88,37,2480,844,866,682,342,83,51,10,13,39,268,344,476,0,0,0,2,30,39,100,95,62,2,1,0,0,0,0,3,31,30,31,31,30,26,4,0,53,59,30,2,0,0,0,0,0,1,0,2,0,0,0,68,126,121,135,116,86,44,25,0,0,0,0,0,55,0,67,31,0,0,0,0,52,53,61,65,61,68,68,68,67,68,71,72,-3.1,11.9,25,16.5,-12.9,0.7,14.4,6.6,-8,6.3,19.7,11.6,202,180,300,237,-9999,-9999,-9999,-9999,692,157,0,10,38,440,1352,649,2186,1107,74,652,0,32,234,66,1,34,92,60,136,32,0,1,0,193,372,155,0,55,98,0,59,62,68,69,7.7,20.9,-9.2,30.1,931,486,19,43,859,2479,4020,332,187,130,281,151,173,-32.5,45.7,720,153,-9999,65
"2015_NAP-ASS",2015,"NAP-ASS","NAP-ASS-34",34,"0",1,1,1.488250653,"NAP-ASS-34_1","Alvar","NAP","ASS","7/6/15",44.26533,-76.71188,126,"","NAP-ASS","a",44.26533,-76.711884,126,-3.5,-7.6,1,11.9,22.7,22.8,26.3,25.9,24.3,14.2,10.9,5.9,-15,-18.6,-8.9,1.3,9.7,12.4,15.4,15.3,13.2,4.5,2.2,-0.8,-9.2,-13.1,-3.9,6.6,16.2,17.6,20.9,20.6,18.8,9.4,6.5,2.6,60,59,35,74,71,147,68,85,115,81,41,95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,289,368,151,6,0,0,0,0,0,2,8,35,1,0,6,86,348,376,492,484,413,149,88,37,2480,844,866,682,342,83,51,10,13,39,268,344,476,0,0,0,2,30,39,100,95,62,2,1,0,0,0,0,3,31,30,31,31,30,26,4,0,53,59,30,2,0,0,0,0,0,1,0,2,0,0,0,68,126,121,135,116,86,44,25,0,0,0,0,0,55,0,67,31,0,0,0,0,52,53,61,65,61,68,68,68,67,68,71,72,-3.1,11.9,25,16.5,-12.9,0.7,14.4,6.6,-8,6.3,19.7,11.6,202,180,300,237,-9999,-9999,-9999,-9999,692,157,0,10,38,440,1352,649,2186,1107,74,652,0,32,234,66,1,34,92,60,136,32,0,1,0,193,372,155,0,55,98,0,59,62,68,69,7.7,20.9,-9.2,30.1,931,486,19,43,859,2479,4020,332,187,130,281,151,173,-32.5,45.7,720,153,-9999,65
"2015_NAP-ASS",2015,"NAP-ASS","NAP-ASS-28",28,"0",4,1,0.907643312,"NAP-ASS-28_4","Alvar","NAP","ASS","7/6/15",44.26533,-76.71188,126,"","NAP-ASS","a",44.26533,-76.711884,126,-3.5,-7.6,1,11.9,22.7,22.8,26.3,25.9,24.3,14.2,10.9,5.9,-15,-18.6,-8.9,1.3,9.7,12.4,15.4,15.3,13.2,4.5,2.2,-0.8,-9.2,-13.1,-3.9,6.6,16.2,17.6,20.9,20.6,18.8,9.4,6.5,2.6,60,59,35,74,71,147,68,85,115,81,41,95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,289,368,151,6,0,0,0,0,0,2,8,35,1,0,6,86,348,376,492,484,413,149,88,37,2480,844,866,682,342,83,51,10,13,39,268,344,476,0,0,0,2,30,39,100,95,62,2,1,0,0,0,0,3,31,30,31,31,30,26,4,0,53,59,30,2,0,0,0,0,0,1,0,2,0,0,0,68,126,121,135,116,86,44,25,0,0,0,0,0,55,0,67,31,0,0,0,0,52,53,61,65,61,68,68,68,67,68,71,72,-3.1,11.9,25,16.5,-12.9,0.7,14.4,6.6,-8,6.3,19.7,11.6,202,180,300,237,-9999,-9999,-9999,-9999,692,157,0,10,38,440,1352,649,2186,1107,74,652,0,32,234,66,1,34,92,60,136,32,0,1,0,193,372,155,0,55,98,0,59,62,68,69,7.7,20.9,-9.2,30.1,931,486,19,43,859,2479,4020,332,187,130,281,151,173,-32.5,45.7,720,153,-9999,65
"2015_NAP-ASS",2015,"NAP-ASS","NAP-ASS-32",32,"0",3,1,0.569430569,"NAP-ASS-32_3","Alvar","NAP","ASS","7/6/15",44.26533,-76.71188,126,"","NAP-ASS","a",44.26533,-76.711884,126,-3.5,-7.6,1,11.9,22.7,22.8,26.3,25.9,24.3,14.2,10.9,5.9,-15,-18.6,-8.9,1.3,9.7,12.4,15.4,15.3,13.2,4.5,2.2,-0.8,-9.2,-13.1,-3.9,6.6,16.2,17.6,20.9,20.6,18.8,9.4,6.5,2.6,60,59,35,74,71,147,68,85,115,81,41,95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,289,368,151,6,0,0,0,0,0,2,8,35,1,0,6,86,348,376,492,484,413,149,88,37,2480,844,866,682,342,83,51,10,13,39,268,344,476,0,0,0,2,30,39,100,95,62,2,1,0,0,0,0,3,31,30,31,31,30,26,4,0,53,59,30,2,0,0,0,0,0,1,0,2,0,0,0,68,126,121,135,116,86,44,25,0,0,0,0,0,55,0,67,31,0,0,0,0,52,53,61,65,61,68,68,68,67,68,71,72,-3.1,11.9,25,16.5,-12.9,0.7,14.4,6.6,-8,6.3,19.7,11.6,202,180,300,237,-9999,-9999,-9999,-9999,692,157,0,10,38,440,1352,649,2186,1107,74,652,0,32,234,66,1,34,92,60,136,32,0,1,0,193,372,155,0,55,98,0,59,62,68,69,7.7,20.9,-9.2,30.1,931,486,19,43,859,2479,4020,332,187,130,281,151,173,-32.5,45.7,720,153,-9999,65
"2015_NAP-ASS",2015,"NAP-ASS","NAP-ASS-32",32,"0",4,1,0.811965812,"NAP-ASS-32_4","Alvar","NAP","ASS","7/6/15",44.26533,-76.71188,126,"","NAP-ASS","a",44.26533,-76.711884,126,-3.5,-7.6,1,11.9,22.7,22.8,26.3,25.9,24.3,14.2,10.9,5.9,-15,-18.6,-8.9,1.3,9.7,12.4,15.4,15.3,13.2,4.5,2.2,-0.8,-9.2,-13.1,-3.9,6.6,16.2,17.6,20.9,20.6,18.8,9.4,6.5,2.6,60,59,35,74,71,147,68,85,115,81,41,95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,289,368,151,6,0,0,0,0,0,2,8,35,1,0,6,86,348,376,492,484,413,149,88,37,2480,844,866,682,342,83,51,10,13,39,268,344,476,0,0,0,2,30,39,100,95,62,2,1,0,0,0,0,3,31,30,31,31,30,26,4,0,53,59,30,2,0,0,0,0,0,1,0,2,0,0,0,68,126,121,135,116,86,44,25,0,0,0,0,0,55,0,67,31,0,0,0,0,52,53,61,65,61,68,68,68,67,68,71,72,-3.1,11.9,25,16.5,-12.9,0.7,14.4,6.6,-8,6.3,19.7,11.6,202,180,300,237,-9999,-9999,-9999,-9999,692,157,0,10,38,440,1352,649,2186,1107,74,652,0,32,234,66,1,34,92,60,136,32,0,1,0,193,372,155,0,55,98,0,59,62,68,69,7.7,20.9,-9.2,30.1,931,486,19,43,859,2479,4020,332,187,130,281,151,173,-32.5,45.7,720,153,-9999,65
"2015_NAP-ASS",2015,"NAP-ASS","NAP-ASS-32",32,"0",5,1,0.733590734,"NAP-ASS-32_5","Alvar","NAP","ASS","7/6/15",44.26533,-76.71188,126,"","NAP-ASS","a",44.26533,-76.711884,126,-3.5,-7.6,1,11.9,22.7,22.8,26.3,25.9,24.3,14.2,10.9,5.9,-15,-18.6,-8.9,1.3,9.7,12.4,15.4,15.3,13.2,4.5,2.2,-0.8,-9.2,-13.1,-3.9,6.6,16.2,17.6,20.9,20.6,18.8,9.4,6.5,2.6,60,59,35,74,71,147,68,85,115,81,41,95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,289,368,151,6,0,0,0,0,0,2,8,35,1,0,6,86,348,376,492,484,413,149,88,37,2480,844,866,682,342,83,51,10,13,39,268,344,476,0,0,0,2,30,39,100,95,62,2,1,0,0,0,0,3,31,30,31,31,30,26,4,0,53,59,30,2,0,0,0,0,0,1,0,2,0,0,0,68,126,121,135,116,86,44,25,0,0,0,0,0,55,0,67,31,0,0,0,0,52,53,61,65,61,68,68,68,67,68,71,72,-3.1,11.9,25,16.5,-12.9,0.7,14.4,6.6,-8,6.3,19.7,11.6,202,180,300,237,-9999,-9999,-9999,-9999,692,157,0,10,38,440,1352,649,2186,1107,74,652,0,32,234,66,1,34,92,60,136,32,0,1,0,193,372,155,0,55,98,0,59,62,68,69,7.7,20.9,-9.2,30.1,931,486,19,43,859,2479,4020,332,187,130,281,151,173,-32.5,45.7,720,153,-9999,65
"2015_NAP-ASS",2015,"NAP-ASS","NAP-ASS-28",28,"0",1,2,0.966101695,"NAP-ASS-28_1","Alvar","NAP","ASS","7/6/15",44.26533,-76.71188,126,"","NAP-ASS","a",44.26533,-76.711884,126,-3.5,-7.6,1,11.9,22.7,22.8,26.3,25.9,24.3,14.2,10.9,5.9,-15,-18.6,-8.9,1.3,9.7,12.4,15.4,15.3,13.2,4.5,2.2,-0.8,-9.2,-13.1,-3.9,6.6,16.2,17.6,20.9,20.6,18.8,9.4,6.5,2.6,60,59,35,74,71,147,68,85,115,81,41,95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,289,368,151,6,0,0,0,0,0,2,8,35,1,0,6,86,348,376,492,484,413,149,88,37,2480,844,866,682,342,83,51,10,13,39,268,344,476,0,0,0,2,30,39,100,95,62,2,1,0,0,0,0,3,31,30,31,31,30,26,4,0,53,59,30,2,0,0,0,0,0,1,0,2,0,0,0,68,126,121,135,116,86,44,25,0,0,0,0,0,55,0,67,31,0,0,0,0,52,53,61,65,61,68,68,68,67,68,71,72,-3.1,11.9,25,16.5,-12.9,0.7,14.4,6.6,-8,6.3,19.7,11.6,202,180,300,237,-9999,-9999,-9999,-9999,692,157,0,10,38,440,1352,649,2186,1107,74,652,0,32,234,66,1,34,92,60,136,32,0,1,0,193,372,155,0,55,98,0,59,62,68,69,7.7,20.9,-9.2,30.1,931,486,19,43,859,2479,4020,332,187,130,281,151,173,-32.5,45.7,720,153,-9999,65
"2015_NAP-ASS",2015,"NAP-ASS","NAP-ASS-34",34,"0",2,2,1.194968553,"NAP-ASS-34_2","Alvar","NAP","ASS","7/6/15",44.26533,-76.71188,126,"","NAP-ASS","a",44.26533,-76.711884,126,-3.5,-7.6,1,11.9,22.7,22.8,26.3,25.9,24.3,14.2,10.9,5.9,-15,-18.6,-8.9,1.3,9.7,12.4,15.4,15.3,13.2,4.5,2.2,-0.8,-9.2,-13.1,-3.9,6.6,16.2,17.6,20.9,20.6,18.8,9.4,6.5,2.6,60,59,35,74,71,147,68,85,115,81,41,95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,289,368,151,6,0,0,0,0,0,2,8,35,1,0,6,86,348,376,492,484,413,149,88,37,2480,844,866,682,342,83,51,10,13,39,268,344,476,0,0,0,2,30,39,100,95,62,2,1,0,0,0,0,3,31,30,31,31,30,26,4,0,53,59,30,2,0,0,0,0,0,1,0,2,0,0,0,68,126,121,135,116,86,44,25,0,0,0,0,0,55,0,67,31,0,0,0,0,52,53,61,65,61,68,68,68,67,68,71,72,-3.1,11.9,25,16.5,-12.9,0.7,14.4,6.6,-8,6.3,19.7,11.6,202,180,300,237,-9999,-9999,-9999,-9999,692,157,0,10,38,440,1352,649,2186,1107,74,652,0,32,234,66,1,34,92,60,136,32,0,1,0,193,372,155,0,55,98,0,59,62,68,69,7.7,20.9,-9.2,30.1,931,486,19,43,859,2479,4020,332,187,130,281,151,173,-32.5,45.7,720,153,-9999,65
"2015_NAP-ASS",2015,"NAP-ASS","NAP-ASS-34",34,"0",3,1,1.488250653,"NAP-ASS-34_3","Alvar","NAP","ASS","7/6/15",44.26533,-76.71188,126,"","NAP-ASS","a",44.26533,-76.711884,126,-3.5,-7.6,1,11.9,22.7,22.8,26.3,25.9,24.3,14.2,10.9,5.9,-15,-18.6,-8.9,1.3,9.7,12.4,15.4,15.3,13.2,4.5,2.2,-0.8,-9.2,-13.1,-3.9,6.6,16.2,17.6,20.9,20.6,18.8,9.4,6.5,2.6,60,59,35,74,71,147,68,85,115,81,41,95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,289,368,151,6,0,0,0,0,0,2,8,35,1,0,6,86,348,376,492,484,413,149,88,37,2480,844,866,682,342,83,51,10,13,39,268,344,476,0,0,0,2,30,39,100,95,62,2,1,0,0,0,0,3,31,30,31,31,30,26,4,0,53,59,30,2,0,0,0,0,0,1,0,2,0,0,0,68,126,121,135,116,86,44,25,0,0,0,0,0,55,0,67,31,0,0,0,0,52,53,61,65,61,68,68,68,67,68,71,72,-3.1,11.9,25,16.5,-12.9,0.7,14.4,6.6,-8,6.3,19.7,11.6,202,180,300,237,-9999,-9999,-9999,-9999,692,157,0,10,38,440,1352,649,2186,1107,74,652,0,32,234,66,1,34,92,60,136,32,0,1,0,193,372,155,0,55,98,0,59,62,68,69,7.7,20.9,-9.2,30.1,931,486,19,43,859,2479,4020,332,187,130,281,151,173,-32.5,45.7,720,153,-9999,65
